INFO train.py(87): Loaded previous best model from: model_last/my_cross/fusion_model.pth
INFO train.py(109): Training Fusion Model start~
INFO train.py(174): step: 10/11500, loss_total: 2.9482, loss_in: 0.0137, loss_grad: 0.1876, ssim_loss: 0.2624, eta: 2:10:28, time: 6.8132
INFO train.py(174): step: 20/11500, loss_total: 3.1455, loss_in: 0.0077, loss_grad: 0.1793, ssim_loss: 0.2889, eta: 1:32:19, time: 2.8373
INFO train.py(174): step: 30/11500, loss_total: 2.4424, loss_in: 0.0098, loss_grad: 0.2066, ssim_loss: 0.2138, eta: 1:19:47, time: 2.8722
INFO train.py(174): step: 40/11500, loss_total: 3.0850, loss_in: 0.0095, loss_grad: 0.1842, ssim_loss: 0.2806, eta: 1:14:43, time: 3.1279
INFO train.py(174): step: 50/11500, loss_total: 3.1899, loss_in: 0.0081, loss_grad: 0.1485, ssim_loss: 0.2961, eta: 1:11:03, time: 2.9669
INFO train.py(174): step: 60/11500, loss_total: 3.0273, loss_in: 0.0061, loss_grad: 0.1338, ssim_loss: 0.2833, eta: 1:08:35, time: 2.9678
INFO train.py(174): step: 70/11500, loss_total: 2.7540, loss_in: 0.0061, loss_grad: 0.2012, ssim_loss: 0.2492, eta: 1:06:47, time: 2.9605
INFO train.py(174): step: 80/11500, loss_total: 3.6278, loss_in: 0.0097, loss_grad: 0.1535, ssim_loss: 0.3378, eta: 1:05:29, time: 2.9821
INFO train.py(174): step: 90/11500, loss_total: 3.2311, loss_in: 0.0076, loss_grad: 0.1703, ssim_loss: 0.2985, eta: 1:04:13, time: 2.8698
INFO train.py(174): step: 100/11500, loss_total: 2.1068, loss_in: 0.0081, loss_grad: 0.1580, ssim_loss: 0.1868, eta: 1:03:20, time: 2.9389
INFO train.py(174): step: 110/11500, loss_total: 3.1491, loss_in: 0.0076, loss_grad: 0.1476, ssim_loss: 0.2926, eta: 1:02:41, time: 2.9862
INFO train.py(174): step: 120/11500, loss_total: 3.7235, loss_in: 0.0101, loss_grad: 0.1742, ssim_loss: 0.3448, eta: 1:02:00, time: 2.9097
INFO train.py(174): step: 130/11500, loss_total: 3.1338, loss_in: 0.0049, loss_grad: 0.1308, ssim_loss: 0.2954, eta: 1:01:40, time: 3.0810
INFO train.py(174): step: 140/11500, loss_total: 2.6419, loss_in: 0.0103, loss_grad: 0.1640, ssim_loss: 0.2375, eta: 1:01:06, time: 2.8676
INFO train.py(174): step: 150/11500, loss_total: 3.4196, loss_in: 0.0077, loss_grad: 0.1410, ssim_loss: 0.3201, eta: 1:00:49, time: 3.0468
INFO train.py(174): step: 160/11500, loss_total: 2.8640, loss_in: 0.0072, loss_grad: 0.1502, ssim_loss: 0.2642, eta: 1:00:29, time: 2.9845
INFO train.py(174): step: 170/11500, loss_total: 2.5877, loss_in: 0.0055, loss_grad: 0.1376, ssim_loss: 0.2395, eta: 1:00:12, time: 2.9943
INFO train.py(174): step: 180/11500, loss_total: 3.5117, loss_in: 0.0068, loss_grad: 0.1526, ssim_loss: 0.3291, eta: 0:59:51, time: 2.9013
INFO train.py(174): step: 190/11500, loss_total: 3.5119, loss_in: 0.0073, loss_grad: 0.1356, ssim_loss: 0.3304, eta: 0:59:36, time: 2.9825
INFO train.py(174): step: 200/11500, loss_total: 3.4895, loss_in: 0.0106, loss_grad: 0.2214, ssim_loss: 0.3163, eta: 0:59:26, time: 3.0405
INFO train.py(174): step: 210/11500, loss_total: 3.0691, loss_in: 0.0075, loss_grad: 0.1532, ssim_loss: 0.2841, eta: 0:59:08, time: 2.8693
