INFO train.py(102): Loaded acod model from: model_last/my_cross/fusion_model_acod.pth
INFO train.py(124): Training Fusion Model start~
INFO train.py(189): step: 10/30640, loss_total: 26.7809, loss_in: 0.0116, loss_grad: 0.1469, ssim_loss: 0.2652, eta: 7:49:55, time: 9.2052
INFO train.py(189): step: 20/30640, loss_total: 28.5916, loss_in: 0.0124, loss_grad: 0.1555, ssim_loss: 0.2831, eta: 5:51:22, time: 4.5651
INFO train.py(189): step: 30/30640, loss_total: 26.2689, loss_in: 0.0162, loss_grad: 0.1518, ssim_loss: 0.2596, eta: 5:12:46, time: 4.6220
INFO train.py(189): step: 40/30640, loss_total: 22.4297, loss_in: 0.0174, loss_grad: 0.1408, ssim_loss: 0.2211, eta: 4:52:14, time: 4.5282
INFO train.py(189): step: 50/30640, loss_total: 28.1349, loss_in: 0.0142, loss_grad: 0.1467, ssim_loss: 0.2785, eta: 4:40:22, time: 4.5758
INFO train.py(189): step: 60/30640, loss_total: 25.9611, loss_in: 0.0134, loss_grad: 0.1449, ssim_loss: 0.2568, eta: 4:33:25, time: 4.6921
INFO train.py(189): step: 70/30640, loss_total: 28.7552, loss_in: 0.0187, loss_grad: 0.1594, ssim_loss: 0.2841, eta: 4:27:19, time: 4.5396
INFO train.py(189): step: 80/30640, loss_total: 32.5712, loss_in: 0.0182, loss_grad: 0.1526, ssim_loss: 0.3224, eta: 4:24:06, time: 4.7550
INFO train.py(189): step: 90/30640, loss_total: 25.7057, loss_in: 0.0158, loss_grad: 0.1488, ssim_loss: 0.2540, eta: 4:20:40, time: 4.5946
INFO train.py(189): step: 100/30640, loss_total: 25.4885, loss_in: 0.0168, loss_grad: 0.1688, ssim_loss: 0.2515, eta: 4:19:03, time: 4.8164
INFO train.py(189): step: 110/30640, loss_total: 29.5162, loss_in: 0.0169, loss_grad: 0.1590, ssim_loss: 0.2919, eta: 4:16:44, time: 4.6098
INFO train.py(189): step: 120/30640, loss_total: 27.9090, loss_in: 0.0149, loss_grad: 0.1379, ssim_loss: 0.2762, eta: 4:15:14, time: 4.7094
INFO train.py(189): step: 130/30640, loss_total: 29.3317, loss_in: 0.0145, loss_grad: 0.1650, ssim_loss: 0.2902, eta: 4:14:09, time: 4.7647
INFO train.py(189): step: 140/30640, loss_total: 27.8379, loss_in: 0.0199, loss_grad: 0.1756, ssim_loss: 0.2746, eta: 4:12:45, time: 4.6343
INFO train.py(189): step: 150/30640, loss_total: 25.0844, loss_in: 0.0153, loss_grad: 0.1467, ssim_loss: 0.2478, eta: 4:11:40, time: 4.6763
INFO train.py(189): step: 160/30640, loss_total: 30.2505, loss_in: 0.0168, loss_grad: 0.1693, ssim_loss: 0.2991, eta: 4:10:36, time: 4.6425
INFO train.py(189): step: 170/30640, loss_total: 30.0094, loss_in: 0.0210, loss_grad: 0.1563, ssim_loss: 0.2964, eta: 4:09:26, time: 4.5725
INFO train.py(189): step: 180/30640, loss_total: 24.4283, loss_in: 0.0281, loss_grad: 0.1668, ssim_loss: 0.2398, eta: 4:08:34, time: 4.6304
INFO train.py(189): step: 190/30640, loss_total: 23.7085, loss_in: 0.0305, loss_grad: 0.1686, ssim_loss: 0.2323, eta: 4:07:45, time: 4.6223
INFO train.py(189): step: 200/30640, loss_total: 25.8804, loss_in: 0.0257, loss_grad: 0.1584, ssim_loss: 0.2547, eta: 4:07:09, time: 4.6788
INFO train.py(189): step: 210/30640, loss_total: 27.2145, loss_in: 0.0232, loss_grad: 0.1496, ssim_loss: 0.2683, eta: 4:06:44, time: 4.7354
INFO train.py(189): step: 220/30640, loss_total: 27.0196, loss_in: 0.0236, loss_grad: 0.1658, ssim_loss: 0.2662, eta: 4:05:57, time: 4.5558
INFO train.py(189): step: 230/30640, loss_total: 25.0364, loss_in: 0.0170, loss_grad: 0.1494, ssim_loss: 0.2472, eta: 4:05:09, time: 4.5289
INFO train.py(189): step: 240/30640, loss_total: 28.1308, loss_in: 0.0244, loss_grad: 0.1707, ssim_loss: 0.2772, eta: 4:04:43, time: 4.6685
INFO train.py(189): step: 250/30640, loss_total: 25.4531, loss_in: 0.0182, loss_grad: 0.1550, ssim_loss: 0.2512, eta: 4:04:18, time: 4.6640
INFO train.py(189): step: 260/30640, loss_total: 28.4392, loss_in: 0.0249, loss_grad: 0.1905, ssim_loss: 0.2800, eta: 4:03:35, time: 4.4972
INFO train.py(189): step: 270/30640, loss_total: 23.6791, loss_in: 0.0158, loss_grad: 0.1675, ssim_loss: 0.2335, eta: 4:02:44, time: 4.4015
INFO train.py(189): step: 280/30640, loss_total: 24.4300, loss_in: 0.0194, loss_grad: 0.1810, ssim_loss: 0.2405, eta: 4:02:10, time: 4.5200
INFO train.py(189): step: 290/30640, loss_total: 21.4316, loss_in: 0.0173, loss_grad: 0.1639, ssim_loss: 0.2109, eta: 4:01:44, time: 4.5821
INFO train.py(189): step: 300/30640, loss_total: 29.4820, loss_in: 0.0183, loss_grad: 0.1845, ssim_loss: 0.2911, eta: 4:01:33, time: 4.7206
INFO train.py(189): step: 310/30640, loss_total: 25.1691, loss_in: 0.0229, loss_grad: 0.1684, ssim_loss: 0.2477, eta: 4:01:01, time: 4.5054
INFO train.py(189): step: 320/30640, loss_total: 24.0646, loss_in: 0.0164, loss_grad: 0.1544, ssim_loss: 0.2375, eta: 4:00:40, time: 4.5945
INFO train.py(189): step: 330/30640, loss_total: 24.6458, loss_in: 0.0160, loss_grad: 0.1402, ssim_loss: 0.2435, eta: 4:00:10, time: 4.4884
INFO train.py(189): step: 340/30640, loss_total: 34.3725, loss_in: 0.0166, loss_grad: 0.1425, ssim_loss: 0.3406, eta: 4:00:06, time: 4.7581
INFO train.py(189): step: 350/30640, loss_total: 29.2718, loss_in: 0.0139, loss_grad: 0.1671, ssim_loss: 0.2897, eta: 3:59:36, time: 4.4667
INFO train.py(189): step: 360/30640, loss_total: 23.1608, loss_in: 0.0244, loss_grad: 0.1753, ssim_loss: 0.2274, eta: 3:59:28, time: 4.7105
INFO train.py(189): step: 370/30640, loss_total: 26.8863, loss_in: 0.0126, loss_grad: 0.1412, ssim_loss: 0.2662, eta: 3:59:07, time: 4.5449
INFO train.py(189): step: 380/30640, loss_total: 27.5875, loss_in: 0.0155, loss_grad: 0.1691, ssim_loss: 0.2726, eta: 3:59:02, time: 4.7354
INFO train.py(189): step: 390/30640, loss_total: 23.9858, loss_in: 0.0194, loss_grad: 0.1675, ssim_loss: 0.2362, eta: 3:58:44, time: 4.5664
INFO train.py(189): step: 400/30640, loss_total: 26.7224, loss_in: 0.0230, loss_grad: 0.1445, ssim_loss: 0.2635, eta: 3:58:28, time: 4.5889
INFO train.py(189): step: 410/30640, loss_total: 25.7759, loss_in: 0.0173, loss_grad: 0.1524, ssim_loss: 0.2545, eta: 3:58:17, time: 4.6458
INFO train.py(189): step: 420/30640, loss_total: 24.6367, loss_in: 0.0182, loss_grad: 0.1754, ssim_loss: 0.2428, eta: 3:58:01, time: 4.5719
