INFO train.py(98): Loaded acod model from: model_last/my_cross/fusion_model_acod.pth
INFO train.py(120): Training Fusion Model start~
INFO train.py(185): step: 10/766, loss_total: 30.3708, loss_in: 0.0099, loss_grad: 0.1326, ssim_loss: 0.3014, eta: 0:11:25, time: 9.0619
INFO train.py(185): step: 20/766, loss_total: 28.0644, loss_in: 0.0128, loss_grad: 0.1591, ssim_loss: 0.2778, eta: 0:08:25, time: 4.4907
INFO train.py(185): step: 30/766, loss_total: 23.9550, loss_in: 0.0249, loss_grad: 0.1735, ssim_loss: 0.2353, eta: 0:07:18, time: 4.3280
INFO train.py(185): step: 40/766, loss_total: 26.2838, loss_in: 0.0147, loss_grad: 0.1371, ssim_loss: 0.2600, eta: 0:06:43, time: 4.3397
INFO train.py(185): step: 50/766, loss_total: 19.8415, loss_in: 0.0158, loss_grad: 0.1406, ssim_loss: 0.1954, eta: 0:06:22, time: 4.5141
INFO train.py(185): step: 60/766, loss_total: 25.3780, loss_in: 0.0185, loss_grad: 0.1596, ssim_loss: 0.2503, eta: 0:06:07, time: 4.5201
INFO train.py(185): step: 70/766, loss_total: 25.8810, loss_in: 0.0173, loss_grad: 0.1413, ssim_loss: 0.2557, eta: 0:05:54, time: 4.3632
INFO train.py(185): step: 80/766, loss_total: 29.6787, loss_in: 0.0159, loss_grad: 0.1747, ssim_loss: 0.2935, eta: 0:05:42, time: 4.3553
INFO train.py(185): step: 90/766, loss_total: 25.0656, loss_in: 0.0133, loss_grad: 0.1495, ssim_loss: 0.2478, eta: 0:05:33, time: 4.3860
INFO train.py(185): step: 100/766, loss_total: 28.7568, loss_in: 0.0207, loss_grad: 0.1860, ssim_loss: 0.2836, eta: 0:05:26, time: 4.5994
INFO train.py(185): step: 110/766, loss_total: 25.8711, loss_in: 0.0186, loss_grad: 0.1642, ssim_loss: 0.2552, eta: 0:05:17, time: 4.2934
INFO train.py(185): step: 120/766, loss_total: 24.6154, loss_in: 0.0159, loss_grad: 0.1511, ssim_loss: 0.2430, eta: 0:05:11, time: 4.5270
INFO train.py(185): step: 130/766, loss_total: 24.8293, loss_in: 0.0132, loss_grad: 0.1392, ssim_loss: 0.2456, eta: 0:05:04, time: 4.4041
INFO train.py(185): step: 140/766, loss_total: 30.7401, loss_in: 0.0163, loss_grad: 0.1513, ssim_loss: 0.3043, eta: 0:04:58, time: 4.4809
INFO train.py(185): step: 150/766, loss_total: 28.8985, loss_in: 0.0172, loss_grad: 0.1886, ssim_loss: 0.2854, eta: 0:04:52, time: 4.6540
INFO train.py(185): step: 160/766, loss_total: 29.8055, loss_in: 0.0218, loss_grad: 0.1925, ssim_loss: 0.2939, eta: 0:04:46, time: 4.4363
INFO train.py(185): step: 170/766, loss_total: 22.1330, loss_in: 0.0212, loss_grad: 0.1613, ssim_loss: 0.2176, eta: 0:04:41, time: 4.5647
INFO train.py(185): step: 180/766, loss_total: 28.8583, loss_in: 0.0242, loss_grad: 0.1664, ssim_loss: 0.2845, eta: 0:04:36, time: 4.5614
INFO train.py(185): step: 190/766, loss_total: 28.6248, loss_in: 0.0201, loss_grad: 0.1541, ssim_loss: 0.2827, eta: 0:04:30, time: 4.3244
INFO train.py(185): step: 200/766, loss_total: 27.0576, loss_in: 0.0120, loss_grad: 0.1469, ssim_loss: 0.2679, eta: 0:04:24, time: 4.4312
INFO train.py(185): step: 210/766, loss_total: 27.2786, loss_in: 0.0132, loss_grad: 0.1462, ssim_loss: 0.2700, eta: 0:04:19, time: 4.4857
INFO train.py(185): step: 220/766, loss_total: 30.8828, loss_in: 0.0200, loss_grad: 0.1557, ssim_loss: 0.3053, eta: 0:04:15, time: 4.6732
